"STATISTIC","Statistic Label","TLIST(A1)","Year","C03315V03999","Provider","C03313V03997","Type of Financing Scheme","UNIT","VALUE"
"SHA14","Current Health Care Expenditure (Euro Million)","2017","2017","27","Providers N.E.C. (HP.0)","06","Voluntary Health Care Payment Schemes - Other Voluntary Payment Schemes - ICHA-HF Code (HF.2.3)","Euro Million","0"
"SHA14","Current Health Care Expenditure (Euro Million)","2017","2017","27","Providers N.E.C. (HP.0)","07","Household Out-of-Pocket Payments - ICHA-HF Code (HF.3)","Euro Million",""
"SHA14","Current Health Care Expenditure (Euro Million)","2018","2018","-","All Current Health Care Expenditure (HP.1 to HP.0)","-","All Current Health Care Expenditures - ICHA-HF Code (HF.1 - HF.3)","Euro Million","22460.45657"
"SHA14","Current Health Care Expenditure (Euro Million)","2018","2018","-","All Current Health Care Expenditure (HP.1 to HP.0)","01","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - ICHA-HF Code (HF.1)","Euro Million","16628.1255"
"SHA14","Current Health Care Expenditure (Euro Million)","2018","2018","-","All Current Health Care Expenditure (HP.1 to HP.0)","02","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - Government Schemes - ICHA-HF Code (HF.1.1)","Euro Million","16491.6155"
"SHA14","Current Health Care Expenditure (Euro Million)","2018","2018","-","All Current Health Care Expenditure (HP.1 to HP.0)","03","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - Compulsory Contributory Health Insurance Schemes - ICHA-HF Code (HF.1.2)","Euro Million","136.51"
"SHA14","Current Health Care Expenditure (Euro Million)","2018","2018","-","All Current Health Care Expenditure (HP.1 to HP.0)","04","Voluntary Health Care Payment Schemes - ICHA-HF Code (HF.2)","Euro Million","3107.646836"
"SHA14","Current Health Care Expenditure (Euro Million)","2018","2018","-","All Current Health Care Expenditure (HP.1 to HP.0)","05","Voluntary Health Care Payment Schemes - Voluntary Health Insurance Schemes - ICHA-HF Code (HF.2.1)","Euro Million","2674.99"
"SHA14","Current Health Care Expenditure (Euro Million)","2018","2018","-","All Current Health Care Expenditure (HP.1 to HP.0)","06","Voluntary Health Care Payment Schemes - Other Voluntary Payment Schemes - ICHA-HF Code (HF.2.3)","Euro Million","432.656836"
"SHA14","Current Health Care Expenditure (Euro Million)","2018","2018","-","All Current Health Care Expenditure (HP.1 to HP.0)","07","Household Out-of-Pocket Payments - ICHA-HF Code (HF.3)","Euro Million","2724.68424"
"SHA14","Current Health Care Expenditure (Euro Million)","2018","2018","01","Hospitals (HP.1)","-","All Current Health Care Expenditures - ICHA-HF Code (HF.1 - HF.3)","Euro Million","8387.69"
"SHA14","Current Health Care Expenditure (Euro Million)","2018","2018","01","Hospitals (HP.1)","01","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - ICHA-HF Code (HF.1)","Euro Million","6101.15"
"SHA14","Current Health Care Expenditure (Euro Million)","2018","2018","01","Hospitals (HP.1)","02","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - Government Schemes - ICHA-HF Code (HF.1.1)","Euro Million","6101.15"
"SHA14","Current Health Care Expenditure (Euro Million)","2018","2018","01","Hospitals (HP.1)","03","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - Compulsory Contributory Health Insurance Schemes - ICHA-HF Code (HF.1.2)","Euro Million",""
"SHA14","Current Health Care Expenditure (Euro Million)","2018","2018","01","Hospitals (HP.1)","04","Voluntary Health Care Payment Schemes - ICHA-HF Code (HF.2)","Euro Million","2140.39"
"SHA14","Current Health Care Expenditure (Euro Million)","2018","2018","01","Hospitals (HP.1)","05","Voluntary Health Care Payment Schemes - Voluntary Health Insurance Schemes - ICHA-HF Code (HF.2.1)","Euro Million","2048"
"SHA14","Current Health Care Expenditure (Euro Million)","2018","2018","01","Hospitals (HP.1)","06","Voluntary Health Care Payment Schemes - Other Voluntary Payment Schemes - ICHA-HF Code (HF.2.3)","Euro Million","92.39"
"SHA14","Current Health Care Expenditure (Euro Million)","2018","2018","01","Hospitals (HP.1)","07","Household Out-of-Pocket Payments - ICHA-HF Code (HF.3)","Euro Million","146.15"
"SHA14","Current Health Care Expenditure (Euro Million)","2018","2018","05","Long-Term Residential Facilities (HP.2)","-","All Current Health Care Expenditures - ICHA-HF Code (HF.1 - HF.3)","Euro Million","4066.224495"
"SHA14","Current Health Care Expenditure (Euro Million)","2018","2018","05","Long-Term Residential Facilities (HP.2)","01","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - ICHA-HF Code (HF.1)","Euro Million","3171.3993"
"SHA14","Current Health Care Expenditure (Euro Million)","2018","2018","05","Long-Term Residential Facilities (HP.2)","02","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - Government Schemes - ICHA-HF Code (HF.1.1)","Euro Million","3171.3993"
"SHA14","Current Health Care Expenditure (Euro Million)","2018","2018","05","Long-Term Residential Facilities (HP.2)","03","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - Compulsory Contributory Health Insurance Schemes - ICHA-HF Code (HF.1.2)","Euro Million",""
"SHA14","Current Health Care Expenditure (Euro Million)","2018","2018","05","Long-Term Residential Facilities (HP.2)","04","Voluntary Health Care Payment Schemes - ICHA-HF Code (HF.2)","Euro Million","124.6545524"
"SHA14","Current Health Care Expenditure (Euro Million)","2018","2018","05","Long-Term Residential Facilities (HP.2)","05","Voluntary Health Care Payment Schemes - Voluntary Health Insurance Schemes - ICHA-HF Code (HF.2.1)","Euro Million","26.82"
"SHA14","Current Health Care Expenditure (Euro Million)","2018","2018","05","Long-Term Residential Facilities (HP.2)","06","Voluntary Health Care Payment Schemes - Other Voluntary Payment Schemes - ICHA-HF Code (HF.2.3)","Euro Million","97.83455243"
"SHA14","Current Health Care Expenditure (Euro Million)","2018","2018","05","Long-Term Residential Facilities (HP.2)","07","Household Out-of-Pocket Payments - ICHA-HF Code (HF.3)","Euro Million","770.1706422"
"SHA14","Current Health Care Expenditure (Euro Million)","2018","2018","06","Ambulatory Health Care Provider (HP.3)","-","All Current Health Care Expenditures - ICHA-HF Code (HF.1 - HF.3)","Euro Million","4435.390617"
"SHA14","Current Health Care Expenditure (Euro Million)","2018","2018","06","Ambulatory Health Care Provider (HP.3)","01","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - ICHA-HF Code (HF.1)","Euro Million","3188.276199"
"SHA14","Current Health Care Expenditure (Euro Million)","2018","2018","06","Ambulatory Health Care Provider (HP.3)","02","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - Government Schemes - ICHA-HF Code (HF.1.1)","Euro Million","3137.696199"
"SHA14","Current Health Care Expenditure (Euro Million)","2018","2018","06","Ambulatory Health Care Provider (HP.3)","03","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - Compulsory Contributory Health Insurance Schemes - ICHA-HF Code (HF.1.2)","Euro Million","50.58"
"SHA14","Current Health Care Expenditure (Euro Million)","2018","2018","06","Ambulatory Health Care Provider (HP.3)","04","Voluntary Health Care Payment Schemes - ICHA-HF Code (HF.2)","Euro Million","233.5853502"
"SHA14","Current Health Care Expenditure (Euro Million)","2018","2018","06","Ambulatory Health Care Provider (HP.3)","05","Voluntary Health Care Payment Schemes - Voluntary Health Insurance Schemes - ICHA-HF Code (HF.2.1)","Euro Million","159.71"
"SHA14","Current Health Care Expenditure (Euro Million)","2018","2018","06","Ambulatory Health Care Provider (HP.3)","06","Voluntary Health Care Payment Schemes - Other Voluntary Payment Schemes - ICHA-HF Code (HF.2.3)","Euro Million","73.87535022"
"SHA14","Current Health Care Expenditure (Euro Million)","2018","2018","06","Ambulatory Health Care Provider (HP.3)","07","Household Out-of-Pocket Payments - ICHA-HF Code (HF.3)","Euro Million","1013.529068"
"SHA14","Current Health Care Expenditure (Euro Million)","2018","2018","12","Ancillary Health Care Provider (HP.4)","-","All Current Health Care Expenditures - ICHA-HF Code (HF.1 - HF.3)","Euro Million","298.244293"
"SHA14","Current Health Care Expenditure (Euro Million)","2018","2018","12","Ancillary Health Care Provider (HP.4)","01","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - ICHA-HF Code (HF.1)","Euro Million","217.14"
"SHA14","Current Health Care Expenditure (Euro Million)","2018","2018","12","Ancillary Health Care Provider (HP.4)","02","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - Government Schemes - ICHA-HF Code (HF.1.1)","Euro Million","217.14"
"SHA14","Current Health Care Expenditure (Euro Million)","2018","2018","12","Ancillary Health Care Provider (HP.4)","03","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - Compulsory Contributory Health Insurance Schemes - ICHA-HF Code (HF.1.2)","Euro Million",""
"SHA14","Current Health Care Expenditure (Euro Million)","2018","2018","12","Ancillary Health Care Provider (HP.4)","04","Voluntary Health Care Payment Schemes - ICHA-HF Code (HF.2)","Euro Million","40.01"
"SHA14","Current Health Care Expenditure (Euro Million)","2018","2018","12","Ancillary Health Care Provider (HP.4)","05","Voluntary Health Care Payment Schemes - Voluntary Health Insurance Schemes - ICHA-HF Code (HF.2.1)","Euro Million","39.56"
"SHA14","Current Health Care Expenditure (Euro Million)","2018","2018","12","Ancillary Health Care Provider (HP.4)","06","Voluntary Health Care Payment Schemes - Other Voluntary Payment Schemes - ICHA-HF Code (HF.2.3)","Euro Million","0.45"
"SHA14","Current Health Care Expenditure (Euro Million)","2018","2018","12","Ancillary Health Care Provider (HP.4)","07","Household Out-of-Pocket Payments - ICHA-HF Code (HF.3)","Euro Million","41.09429297"
"SHA14","Current Health Care Expenditure (Euro Million)","2018","2018","15","Retailer of Medical Goods (HP.5)","-","All Current Health Care Expenditures - ICHA-HF Code (HF.1 - HF.3)","Euro Million","2971.790019"
"SHA14","Current Health Care Expenditure (Euro Million)","2018","2018","15","Retailer of Medical Goods (HP.5)","01","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - ICHA-HF Code (HF.1)","Euro Million","2224.5"
"SHA14","Current Health Care Expenditure (Euro Million)","2018","2018","15","Retailer of Medical Goods (HP.5)","02","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - Government Schemes - ICHA-HF Code (HF.1.1)","Euro Million","2177.44"
"SHA14","Current Health Care Expenditure (Euro Million)","2018","2018","15","Retailer of Medical Goods (HP.5)","03","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - Compulsory Contributory Health Insurance Schemes - ICHA-HF Code (HF.1.2)","Euro Million","47.06"
"SHA14","Current Health Care Expenditure (Euro Million)","2018","2018","15","Retailer of Medical Goods (HP.5)","04","Voluntary Health Care Payment Schemes - ICHA-HF Code (HF.2)","Euro Million","0"
"SHA14","Current Health Care Expenditure (Euro Million)","2018","2018","15","Retailer of Medical Goods (HP.5)","05","Voluntary Health Care Payment Schemes - Voluntary Health Insurance Schemes - ICHA-HF Code (HF.2.1)","Euro Million",""
"SHA14","Current Health Care Expenditure (Euro Million)","2018","2018","15","Retailer of Medical Goods (HP.5)","06","Voluntary Health Care Payment Schemes - Other Voluntary Payment Schemes - ICHA-HF Code (HF.2.3)","Euro Million",""
"SHA14","Current Health Care Expenditure (Euro Million)","2018","2018","15","Retailer of Medical Goods (HP.5)","07","Household Out-of-Pocket Payments - ICHA-HF Code (HF.3)","Euro Million","747.2900192"
"SHA14","Current Health Care Expenditure (Euro Million)","2018","2018","18","Providers of Preventive Care (HP.6)","-","All Current Health Care Expenditures - ICHA-HF Code (HF.1 - HF.3)","Euro Million","270.36"
"SHA14","Current Health Care Expenditure (Euro Million)","2018","2018","18","Providers of Preventive Care (HP.6)","01","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - ICHA-HF Code (HF.1)","Euro Million","242.88"
"SHA14","Current Health Care Expenditure (Euro Million)","2018","2018","18","Providers of Preventive Care (HP.6)","02","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - Government Schemes - ICHA-HF Code (HF.1.1)","Euro Million","242.88"
"SHA14","Current Health Care Expenditure (Euro Million)","2018","2018","18","Providers of Preventive Care (HP.6)","03","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - Compulsory Contributory Health Insurance Schemes - ICHA-HF Code (HF.1.2)","Euro Million",""
"SHA14","Current Health Care Expenditure (Euro Million)","2018","2018","18","Providers of Preventive Care (HP.6)","04","Voluntary Health Care Payment Schemes - ICHA-HF Code (HF.2)","Euro Million","27.48"
"SHA14","Current Health Care Expenditure (Euro Million)","2018","2018","18","Providers of Preventive Care (HP.6)","05","Voluntary Health Care Payment Schemes - Voluntary Health Insurance Schemes - ICHA-HF Code (HF.2.1)","Euro Million","0"
"SHA14","Current Health Care Expenditure (Euro Million)","2018","2018","18","Providers of Preventive Care (HP.6)","06","Voluntary Health Care Payment Schemes - Other Voluntary Payment Schemes - ICHA-HF Code (HF.2.3)","Euro Million","27.48"
"SHA14","Current Health Care Expenditure (Euro Million)","2018","2018","18","Providers of Preventive Care (HP.6)","07","Household Out-of-Pocket Payments - ICHA-HF Code (HF.3)","Euro Million","0"
"SHA14","Current Health Care Expenditure (Euro Million)","2018","2018","19","Providers of Health Care Administration and Financing (HP.7)","-","All Current Health Care Expenditures - ICHA-HF Code (HF.1 - HF.3)","Euro Million","561.39"
"SHA14","Current Health Care Expenditure (Euro Million)","2018","2018","19","Providers of Health Care Administration and Financing (HP.7)","01","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - ICHA-HF Code (HF.1)","Euro Million","168.64"
"SHA14","Current Health Care Expenditure (Euro Million)","2018","2018","19","Providers of Health Care Administration and Financing (HP.7)","02","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - Government Schemes - ICHA-HF Code (HF.1.1)","Euro Million","168.64"
"SHA14","Current Health Care Expenditure (Euro Million)","2018","2018","19","Providers of Health Care Administration and Financing (HP.7)","03","Govt Financing Schemes and Compulsory Contributory Health Care Financing Schemes - Compulsory Contributory Health Insurance Schemes - ICHA-HF Code (HF.1.2)","Euro Million",""
